rundate,RunId,RunStatus,RunScope,DataQualityStatus,IsPublishable,TenantName,SubscriptionName,ResourceId,ResourceName,ResourceType,ResourceGroup,Location,RecommendationAction,ActionLabel,SecondaryAction,Priority,Confidence,SavingsReliability,CostCoverageStatus,MetricCollectionStatus,MissingMetrics,TagOwner,MonthlyCost,CurrentSku,CurrentVCpus,CurrentMemoryGB,PowerState,Profile,IsPrimaryProfile,TargetUtilizationPct,TargetSku,TargetVCpus,TargetMemoryGB,ProjectedPeakPct,MonthlySavings,OfficialConservativeSavings,PerformanceRisk,Status
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-020,/subscriptions/2a6a5072-8ecb-5d43-999c-c36f8cfc6f34/resourceGroups/rg-stage-0220/providers/microsoft.eventhub/namespaces/event-hubs-0003-00620,event-hubs-0003-00620,microsoft.eventhub/namespaces,rg-stage-0220,westus3,Review-Utilization,Review utilization,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",payments,17748.93,Standard_D4s_v5,4,16.0,,Aggressive,false,80,Mock_1vCPU_4GB,1,4.0,91.3,2385.46,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-023,/subscriptions/6f6cc418-ec05-5ccb-9775-e2c7ed514990/resourceGroups/rg-dev-0223/providers/microsoft.eventhub/namespaces/event-hubs-0006-00623,event-hubs-0006-00623,microsoft.eventhub/namespaces,rg-dev-0223,centralus,Evaluate-Idle,Evaluate idle resource,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,infrastructure,30122.73,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,73.4,2602.6,2602.6,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-023,/subscriptions/6f6cc418-ec05-5ccb-9775-e2c7ed514990/resourceGroups/rg-dev-0223/providers/microsoft.eventhub/namespaces/event-hubs-0006-00623,event-hubs-0006-00623,microsoft.eventhub/namespaces,rg-dev-0223,centralus,Evaluate-Idle,Evaluate idle resource,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,infrastructure,30122.73,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,67.5,3253.25,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-023,/subscriptions/6f6cc418-ec05-5ccb-9775-e2c7ed514990/resourceGroups/rg-dev-0223/providers/microsoft.eventhub/namespaces/event-hubs-0006-00623,event-hubs-0006-00623,microsoft.eventhub/namespaces,rg-dev-0223,centralus,Evaluate-Idle,Evaluate idle resource,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,infrastructure,30122.73,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,81.8,4048.49,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-024,/subscriptions/071087eb-855c-5d74-b043-7741fcd505ff/resourceGroups/rg-qa-0224/providers/microsoft.eventhub/namespaces/event-hubs-0007-00624,event-hubs-0007-00624,microsoft.eventhub/namespaces,rg-qa-0224,westeurope,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,COMPLETE,,cloud-platform,15763.35,Standard_D2s_v5,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,73.1,4089.97,4089.97,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-024,/subscriptions/071087eb-855c-5d74-b043-7741fcd505ff/resourceGroups/rg-qa-0224/providers/microsoft.eventhub/namespaces/event-hubs-0007-00624,event-hubs-0007-00624,microsoft.eventhub/namespaces,rg-qa-0224,westeurope,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,COMPLETE,,cloud-platform,15763.35,Standard_D2s_v5,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,66.4,5112.47,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-024,/subscriptions/071087eb-855c-5d74-b043-7741fcd505ff/resourceGroups/rg-qa-0224/providers/microsoft.eventhub/namespaces/event-hubs-0007-00624,event-hubs-0007-00624,microsoft.eventhub/namespaces,rg-qa-0224,westeurope,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,COMPLETE,,cloud-platform,15763.35,Standard_D2s_v5,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,77.5,6362.18,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-025,/subscriptions/6be0421d-9158-5ce4-8e88-babc85e14dfc/resourceGroups/rg-stage-0225/providers/microsoft.eventhub/namespaces/event-hubs-0008-00625,event-hubs-0008-00625,microsoft.eventhub/namespaces,rg-stage-0225,westeurope,Evaluate-Idle,Evaluate idle resource,,LOW,LOW,PRICED,FULL,COMPLETE,,integration,300.72,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,73.5,28.12,28.12,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-025,/subscriptions/6be0421d-9158-5ce4-8e88-babc85e14dfc/resourceGroups/rg-stage-0225/providers/microsoft.eventhub/namespaces/event-hubs-0008-00625,event-hubs-0008-00625,microsoft.eventhub/namespaces,rg-stage-0225,westeurope,Evaluate-Idle,Evaluate idle resource,,LOW,LOW,PRICED,FULL,COMPLETE,,integration,300.72,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,79.0,35.15,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-025,/subscriptions/6be0421d-9158-5ce4-8e88-babc85e14dfc/resourceGroups/rg-stage-0225/providers/microsoft.eventhub/namespaces/event-hubs-0008-00625,event-hubs-0008-00625,microsoft.eventhub/namespaces,rg-stage-0225,westeurope,Evaluate-Idle,Evaluate idle resource,,LOW,LOW,PRICED,FULL,COMPLETE,,integration,300.72,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,76.0,43.75,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-028,/subscriptions/8bedc73d-c7b6-5f2c-ab02-c3416eb987ec/resourceGroups/rg-dev-0228/providers/microsoft.eventhub/namespaces/event-hubs-0011-00628,event-hubs-0011-00628,microsoft.eventhub/namespaces,rg-dev-0228,westus2,Review-Utilization,Review utilization,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",analytics,8494.74,Standard_D4s_v5,4,16.0,,Conservative,true,65,Mock_2vCPU_8GB,2,8.0,66.9,1611.76,1611.76,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-028,/subscriptions/8bedc73d-c7b6-5f2c-ab02-c3416eb987ec/resourceGroups/rg-dev-0228/providers/microsoft.eventhub/namespaces/event-hubs-0011-00628,event-hubs-0011-00628,microsoft.eventhub/namespaces,rg-dev-0228,westus2,Review-Utilization,Review utilization,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",analytics,8494.74,Standard_D4s_v5,4,16.0,,Moderate,false,72,Mock_2vCPU_8GB,2,8.0,67.2,2014.7,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-028,/subscriptions/8bedc73d-c7b6-5f2c-ab02-c3416eb987ec/resourceGroups/rg-dev-0228/providers/microsoft.eventhub/namespaces/event-hubs-0011-00628,event-hubs-0011-00628,microsoft.eventhub/namespaces,rg-dev-0228,westus2,Review-Utilization,Review utilization,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",analytics,8494.74,Standard_D4s_v5,4,16.0,,Aggressive,false,80,Mock_1vCPU_4GB,1,4.0,76.0,2507.18,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-033,/subscriptions/8871c862-49f8-514d-b778-355c0c4eeff0/resourceGroups/rg-dev-0233/providers/microsoft.eventhub/namespaces/event-hubs-0016-00633,event-hubs-0016-00633,microsoft.eventhub/namespaces,rg-dev-0233,centralus,Downsize,Downsize resource,,MEDIUM,MEDIUM,HEURISTIC,FULL,COMPLETE,,digital-channels,8109.71,P1v3,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,70.4,1436.05,1436.05,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-033,/subscriptions/8871c862-49f8-514d-b778-355c0c4eeff0/resourceGroups/rg-dev-0233/providers/microsoft.eventhub/namespaces/event-hubs-0016-00633,event-hubs-0016-00633,microsoft.eventhub/namespaces,rg-dev-0233,centralus,Downsize,Downsize resource,,MEDIUM,MEDIUM,HEURISTIC,FULL,COMPLETE,,digital-channels,8109.71,P1v3,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,68.2,1795.07,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-033,/subscriptions/8871c862-49f8-514d-b778-355c0c4eeff0/resourceGroups/rg-dev-0233/providers/microsoft.eventhub/namespaces/event-hubs-0016-00633,event-hubs-0016-00633,microsoft.eventhub/namespaces,rg-dev-0233,centralus,Downsize,Downsize resource,,MEDIUM,MEDIUM,HEURISTIC,FULL,COMPLETE,,digital-channels,8109.71,P1v3,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,82.7,2233.86,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-035,/subscriptions/b3d27452-379a-5763-bbdf-f730f73f9cb0/resourceGroups/rg-stage-0235/providers/microsoft.eventhub/namespaces/event-hubs-0018-00635,event-hubs-0018-00635,microsoft.eventhub/namespaces,rg-stage-0235,australiaeast,Evaluate-Idle,Evaluate idle resource,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,11203.17,Standard_D2s_v5,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,60.3,2645.36,2645.36,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-035,/subscriptions/b3d27452-379a-5763-bbdf-f730f73f9cb0/resourceGroups/rg-stage-0235/providers/microsoft.eventhub/namespaces/event-hubs-0018-00635,event-hubs-0018-00635,microsoft.eventhub/namespaces,rg-stage-0235,australiaeast,Evaluate-Idle,Evaluate idle resource,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,11203.17,Standard_D2s_v5,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,75.7,3306.7,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-035,/subscriptions/b3d27452-379a-5763-bbdf-f730f73f9cb0/resourceGroups/rg-stage-0235/providers/microsoft.eventhub/namespaces/event-hubs-0018-00635,event-hubs-0018-00635,microsoft.eventhub/namespaces,rg-stage-0235,australiaeast,Evaluate-Idle,Evaluate idle resource,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,11203.17,Standard_D2s_v5,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,82.5,4115.0,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-039,/subscriptions/614e2b90-da44-5330-84ee-cd211632e2ec/resourceGroups/rg-qa-0239/providers/microsoft.eventhub/namespaces/event-hubs-0022-00639,event-hubs-0022-00639,microsoft.eventhub/namespaces,rg-qa-0239,eastus,Evaluate-Idle,Evaluate idle resource,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,25823.45,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,68.5,2231.15,2231.15,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-039,/subscriptions/614e2b90-da44-5330-84ee-cd211632e2ec/resourceGroups/rg-qa-0239/providers/microsoft.eventhub/namespaces/event-hubs-0022-00639,event-hubs-0022-00639,microsoft.eventhub/namespaces,rg-qa-0239,eastus,Evaluate-Idle,Evaluate idle resource,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,25823.45,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,81.5,2788.93,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-039,/subscriptions/614e2b90-da44-5330-84ee-cd211632e2ec/resourceGroups/rg-qa-0239/providers/microsoft.eventhub/namespaces/event-hubs-0022-00639,event-hubs-0022-00639,microsoft.eventhub/namespaces,rg-qa-0239,eastus,Evaluate-Idle,Evaluate idle resource,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,25823.45,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,86.7,3470.67,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-049,/subscriptions/75c5b81d-6cb8-5eb0-b33c-2135b2d6deaa/resourceGroups/rg-qa-0249/providers/microsoft.eventhub/namespaces/event-hubs-0032-00649,event-hubs-0032-00649,microsoft.eventhub/namespaces,rg-qa-0249,brazilsouth,Evaluate-Idle,Evaluate idle resource,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,digital-channels,314.52,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,59.7,30.32,30.32,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-049,/subscriptions/75c5b81d-6cb8-5eb0-b33c-2135b2d6deaa/resourceGroups/rg-qa-0249/providers/microsoft.eventhub/namespaces/event-hubs-0032-00649,event-hubs-0032-00649,microsoft.eventhub/namespaces,rg-qa-0249,brazilsouth,Evaluate-Idle,Evaluate idle resource,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,digital-channels,314.52,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,82.4,37.9,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-049,/subscriptions/75c5b81d-6cb8-5eb0-b33c-2135b2d6deaa/resourceGroups/rg-qa-0249/providers/microsoft.eventhub/namespaces/event-hubs-0032-00649,event-hubs-0032-00649,microsoft.eventhub/namespaces,rg-qa-0249,brazilsouth,Evaluate-Idle,Evaluate idle resource,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,digital-channels,314.52,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,76.4,47.16,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-050,/subscriptions/7c2599b5-ab6a-5bfe-b32a-2e268b1edf60/resourceGroups/rg-stage-0250/providers/microsoft.eventhub/namespaces/event-hubs-0033-00650,event-hubs-0033-00650,microsoft.eventhub/namespaces,rg-stage-0250,westeurope,Review-Utilization,Review utilization,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,security,23900.78,Standard_D2s_v5,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,70.3,2742.98,2742.98,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-050,/subscriptions/7c2599b5-ab6a-5bfe-b32a-2e268b1edf60/resourceGroups/rg-stage-0250/providers/microsoft.eventhub/namespaces/event-hubs-0033-00650,event-hubs-0033-00650,microsoft.eventhub/namespaces,rg-stage-0250,westeurope,Review-Utilization,Review utilization,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,security,23900.78,Standard_D2s_v5,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,74.0,3428.72,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,HORIZON-TECH,SUB-HORIZON-050,/subscriptions/7c2599b5-ab6a-5bfe-b32a-2e268b1edf60/resourceGroups/rg-stage-0250/providers/microsoft.eventhub/namespaces/event-hubs-0033-00650,event-hubs-0033-00650,microsoft.eventhub/namespaces,rg-stage-0250,westeurope,Review-Utilization,Review utilization,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,security,23900.78,Standard_D2s_v5,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,81.3,4266.85,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-006,/subscriptions/0f8bc3c7-ee77-5ea2-a195-ce5b715b488d/resourceGroups/rg-prod-0256/providers/microsoft.hdinsight/clusters/hdinsight-0006-00656,hdinsight-0006-00656,microsoft.hdinsight/clusters,rg-prod-0256,northeurope,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,COMPLETE,,data-ai,23151.30,P1v3,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,74.5,7159.14,7159.14,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-006,/subscriptions/0f8bc3c7-ee77-5ea2-a195-ce5b715b488d/resourceGroups/rg-prod-0256/providers/microsoft.hdinsight/clusters/hdinsight-0006-00656,hdinsight-0006-00656,microsoft.hdinsight/clusters,rg-prod-0256,northeurope,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,COMPLETE,,data-ai,23151.30,P1v3,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,73.8,8948.93,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-006,/subscriptions/0f8bc3c7-ee77-5ea2-a195-ce5b715b488d/resourceGroups/rg-prod-0256/providers/microsoft.hdinsight/clusters/hdinsight-0006-00656,hdinsight-0006-00656,microsoft.hdinsight/clusters,rg-prod-0256,northeurope,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,COMPLETE,,data-ai,23151.30,P1v3,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,91.9,11136.44,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-007,/subscriptions/63da240c-9cc6-59e5-bd6b-c6bb419aeed0/resourceGroups/rg-nonprod-0257/providers/microsoft.hdinsight/clusters/hdinsight-0007-00657,hdinsight-0007-00657,microsoft.hdinsight/clusters,rg-nonprod-0257,uksouth,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,COMPLETE,,analytics,39759.80,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,75.5,10648.72,10648.72,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-007,/subscriptions/63da240c-9cc6-59e5-bd6b-c6bb419aeed0/resourceGroups/rg-nonprod-0257/providers/microsoft.hdinsight/clusters/hdinsight-0007-00657,hdinsight-0007-00657,microsoft.hdinsight/clusters,rg-nonprod-0257,uksouth,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,COMPLETE,,analytics,39759.80,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,82.4,13310.9,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-007,/subscriptions/63da240c-9cc6-59e5-bd6b-c6bb419aeed0/resourceGroups/rg-nonprod-0257/providers/microsoft.hdinsight/clusters/hdinsight-0007-00657,hdinsight-0007-00657,microsoft.hdinsight/clusters,rg-nonprod-0257,uksouth,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,COMPLETE,,analytics,39759.80,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,91.5,16564.68,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-009,/subscriptions/80be6f29-9ecb-51ba-9e55-341d7ea6f542/resourceGroups/rg-qa-0259/providers/microsoft.hdinsight/clusters/hdinsight-0009-00659,hdinsight-0009-00659,microsoft.hdinsight/clusters,rg-qa-0259,brazilsouth,Optimize-Tier,Optimize service tier,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2",payments,17542.31,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,66.0,1763.81,1763.81,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-009,/subscriptions/80be6f29-9ecb-51ba-9e55-341d7ea6f542/resourceGroups/rg-qa-0259/providers/microsoft.hdinsight/clusters/hdinsight-0009-00659,hdinsight-0009-00659,microsoft.hdinsight/clusters,rg-qa-0259,brazilsouth,Optimize-Tier,Optimize service tier,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2",payments,17542.31,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,74.9,2204.76,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-009,/subscriptions/80be6f29-9ecb-51ba-9e55-341d7ea6f542/resourceGroups/rg-qa-0259/providers/microsoft.hdinsight/clusters/hdinsight-0009-00659,hdinsight-0009-00659,microsoft.hdinsight/clusters,rg-qa-0259,brazilsouth,Optimize-Tier,Optimize service tier,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2",payments,17542.31,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,90.8,2743.7,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-011,/subscriptions/8c3d6507-3031-5d78-8742-c9f55c13666f/resourceGroups/rg-prod-0261/providers/microsoft.hdinsight/clusters/hdinsight-0011-00661,hdinsight-0011-00661,microsoft.hdinsight/clusters,rg-prod-0261,uksouth,Optimize-Tier,Optimize service tier,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,Metric1,cloud-platform,14120.96,Standard_D2s_v5,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,63.2,1220.05,1220.05,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-011,/subscriptions/8c3d6507-3031-5d78-8742-c9f55c13666f/resourceGroups/rg-prod-0261/providers/microsoft.hdinsight/clusters/hdinsight-0011-00661,hdinsight-0011-00661,microsoft.hdinsight/clusters,rg-prod-0261,uksouth,Optimize-Tier,Optimize service tier,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,Metric1,cloud-platform,14120.96,Standard_D2s_v5,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,70.9,1525.06,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-011,/subscriptions/8c3d6507-3031-5d78-8742-c9f55c13666f/resourceGroups/rg-prod-0261/providers/microsoft.hdinsight/clusters/hdinsight-0011-00661,hdinsight-0011-00661,microsoft.hdinsight/clusters,rg-prod-0261,uksouth,Optimize-Tier,Optimize service tier,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,Metric1,cloud-platform,14120.96,Standard_D2s_v5,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,89.5,1897.86,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-012,/subscriptions/74996ffc-0677-5d94-b616-d0f8434db164/resourceGroups/rg-nonprod-0262/providers/microsoft.hdinsight/clusters/hdinsight-0012-00662,hdinsight-0012-00662,microsoft.hdinsight/clusters,rg-nonprod-0262,westus3,Evaluate-Idle,Evaluate idle resource,Downsize,MEDIUM,MEDIUM,PRICED,FULL,COMPLETE,,infrastructure,6059.23,Standard_D8s_v5,8,32.0,,Conservative,true,65,Mock_4vCPU_16GB,4,16.0,70.9,978.27,978.27,Low,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-012,/subscriptions/74996ffc-0677-5d94-b616-d0f8434db164/resourceGroups/rg-nonprod-0262/providers/microsoft.hdinsight/clusters/hdinsight-0012-00662,hdinsight-0012-00662,microsoft.hdinsight/clusters,rg-nonprod-0262,westus3,Evaluate-Idle,Evaluate idle resource,Downsize,MEDIUM,MEDIUM,PRICED,FULL,COMPLETE,,infrastructure,6059.23,Standard_D8s_v5,8,32.0,,Moderate,false,72,Mock_4vCPU_16GB,4,16.0,66.0,1222.84,0.0,Medium,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-012,/subscriptions/74996ffc-0677-5d94-b616-d0f8434db164/resourceGroups/rg-nonprod-0262/providers/microsoft.hdinsight/clusters/hdinsight-0012-00662,hdinsight-0012-00662,microsoft.hdinsight/clusters,rg-nonprod-0262,westus3,Evaluate-Idle,Evaluate idle resource,Downsize,MEDIUM,MEDIUM,PRICED,FULL,COMPLETE,,infrastructure,6059.23,Standard_D8s_v5,8,32.0,,Aggressive,false,80,Mock_2vCPU_8GB,2,8.0,82.1,1521.76,0.0,High,RESOLVED
2026-09-08,run-20260908-official-001,SUCCEEDED,FULL,OK,true,CEDAR-GROUP,SUB-CEDAR-015,/subscriptions/a0cafd03-9263-5372-a69c-750daf679175/resourceGroups/rg-shared-0153/providers/microsoft.hdinsight/clusters/hdinsight-0015-00665,hdinsight-0015-00665,microsoft.hdinsight/clusters,rg-shared-0153,uksouth,Optimize-Tier,Optimize service tier,,MEDIUM,HIGH,HEURISTIC,FULL,COMPLETE,,commerce,19722.82,P1v3,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,75.0,1805.09,1805.09,Low,RESOLVED
