rundate,RunId,TenantName,SubscriptionName,ResourceId,ResourceName,ResourceType,ResourceGroup,Location,RecommendationAction,ActionLabel,ActionSummary,SecondaryAction,SecondaryActionLabel,Priority,Confidence,SavingsReliability,CostCoverageStatus,MetricCollectionStatus,MissingMetrics,TagOwner,TagApplication,TagEnvironment,TagCostCenter,MonthlyCost,CurrentSku,CurrentVCpus,CurrentMemoryGB,PowerState,Profile,IsPrimaryProfile,TargetUtilizationPct,TargetSku,TargetVCpus,TargetMemoryGB,ProjectedPeakPct,MonthlySavings,OfficialConservativeSavings,PerformanceRisk,Status
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-10,/subscriptions/00000010-0010-4010-8010-000000000010/resourceGroups/rg-nonprod-010/providers/microsoft.dbformariadb/servers/databases/mariadb-database-024,mariadb-database-024,microsoft.dbformariadb/servers/databases,rg-nonprod-010,westus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,MEDIUM,PRICED,FULL,COMPLETE,,cloud-platform,customer360,nonprod,CC1012,6990.11,P1v3,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,87.6,903.19,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-08,/subscriptions/00000018-0018-4018-8018-000000000018/resourceGroups/rg-qa-048/providers/microsoft.cache/redis/azure-cache-for-redis-003,azure-cache-for-redis-003,microsoft.cache/redis,rg-qa-048,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",data-ai,reporting,qa,CC1004,10070.31,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,63.1,2272.0,2272.0,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-08,/subscriptions/00000018-0018-4018-8018-000000000018/resourceGroups/rg-qa-048/providers/microsoft.cache/redis/azure-cache-for-redis-003,azure-cache-for-redis-003,microsoft.cache/redis,rg-qa-048,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",data-ai,reporting,qa,CC1004,10070.31,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,70.5,2791.31,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-08,/subscriptions/00000018-0018-4018-8018-000000000018/resourceGroups/rg-qa-048/providers/microsoft.cache/redis/azure-cache-for-redis-003,azure-cache-for-redis-003,microsoft.cache/redis,rg-qa-048,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",data-ai,reporting,qa,CC1004,10070.31,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,78.8,3505.37,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-06,/subscriptions/00000006-0006-4006-8006-000000000006/resourceGroups/rg-nonprod-006/providers/microsoft.cache/redis/azure-cache-for-redis-004,azure-cache-for-redis-004,microsoft.cache/redis,rg-nonprod-006,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,UNPRICED,FULL,COMPLETE,,integration,api-hub,nonprod,CC1012,10373.91,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,62.4,1089.26,1089.26,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-06,/subscriptions/00000006-0006-4006-8006-000000000006/resourceGroups/rg-nonprod-006/providers/microsoft.cache/redis/azure-cache-for-redis-004,azure-cache-for-redis-004,microsoft.cache/redis,rg-nonprod-006,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,UNPRICED,FULL,COMPLETE,,integration,api-hub,nonprod,CC1012,10373.91,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,81.4,1338.23,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-06,/subscriptions/00000006-0006-4006-8006-000000000006/resourceGroups/rg-nonprod-006/providers/microsoft.cache/redis/azure-cache-for-redis-004,azure-cache-for-redis-004,microsoft.cache/redis,rg-nonprod-006,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,UNPRICED,FULL,COMPLETE,,integration,api-hub,nonprod,CC1012,10373.91,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,82.3,1680.57,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-01,/subscriptions/00000001-0001-4001-8001-000000000001/resourceGroups/rg-prod-001/providers/microsoft.cache/redis/azure-cache-for-redis-005,azure-cache-for-redis-005,microsoft.cache/redis,rg-prod-001,brazilsouth,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,customer360,prod,CC1011,2870.44,S3,4,7.0,,Conservative,True,65,Mock_2vCPU_3GB,2,3.5,63.2,586.19,586.19,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-01,/subscriptions/00000001-0001-4001-8001-000000000001/resourceGroups/rg-prod-001/providers/microsoft.cache/redis/azure-cache-for-redis-005,azure-cache-for-redis-005,microsoft.cache/redis,rg-prod-001,brazilsouth,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,customer360,prod,CC1011,2870.44,S3,4,7.0,,Moderate,False,72,Mock_2vCPU_3GB,2,3.5,78.9,720.17,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-01,/subscriptions/00000001-0001-4001-8001-000000000001/resourceGroups/rg-prod-001/providers/microsoft.cache/redis/azure-cache-for-redis-005,azure-cache-for-redis-005,microsoft.cache/redis,rg-prod-001,brazilsouth,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,customer360,prod,CC1011,2870.44,S3,4,7.0,,Aggressive,False,80,Mock_1vCPU_1GB,1,1.8,85.4,904.4,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-05,/subscriptions/00000015-0015-4015-8015-000000000015/resourceGroups/rg-dev-015/providers/microsoft.cache/redis/azure-cache-for-redis-006,azure-cache-for-redis-006,microsoft.cache/redis,rg-dev-015,westeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",core-banking,customer360,dev,CC1004,8235.67,P1v3,2,8.0,,Conservative,True,65,Mock_1vCPU_4GB,1,4.0,76.0,864.75,864.75,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-05,/subscriptions/00000015-0015-4015-8015-000000000015/resourceGroups/rg-dev-015/providers/microsoft.cache/redis/azure-cache-for-redis-006,azure-cache-for-redis-006,microsoft.cache/redis,rg-dev-015,westeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",core-banking,customer360,dev,CC1004,8235.67,P1v3,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,75.9,1062.4,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-05,/subscriptions/00000015-0015-4015-8015-000000000015/resourceGroups/rg-dev-015/providers/microsoft.cache/redis/azure-cache-for-redis-006,azure-cache-for-redis-006,microsoft.cache/redis,rg-dev-015,westeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",core-banking,customer360,dev,CC1004,8235.67,P1v3,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,91.4,1334.18,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-08,/subscriptions/00000028-0028-4028-8028-000000000028/resourceGroups/rg-qa-028/providers/microsoft.cache/redis/azure-cache-for-redis-008,azure-cache-for-redis-008,microsoft.cache/redis,rg-qa-028,westeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",integration,identity,qa,CC1012,12969.01,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,72.4,1361.75,1361.75,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-08,/subscriptions/00000028-0028-4028-8028-000000000028/resourceGroups/rg-qa-028/providers/microsoft.cache/redis/azure-cache-for-redis-008,azure-cache-for-redis-008,microsoft.cache/redis,rg-qa-028,westeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",integration,identity,qa,CC1012,12969.01,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,65.3,1673.0,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-08,/subscriptions/00000028-0028-4028-8028-000000000028/resourceGroups/rg-qa-028/providers/microsoft.cache/redis/azure-cache-for-redis-008,azure-cache-for-redis-008,microsoft.cache/redis,rg-qa-028,westeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,MEDIUM,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",integration,identity,qa,CC1012,12969.01,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,85.4,2100.98,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-prod-013/providers/microsoft.cache/redis/azure-cache-for-redis-010,azure-cache-for-redis-010,microsoft.cache/redis,rg-prod-013,westus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,risk,prod,CC1002,17294.12,Standard_D8s_v5,8,32.0,,Conservative,True,65,Mock_4vCPU_16GB,4,16.0,64.3,1288.58,1288.58,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-prod-013/providers/microsoft.cache/redis/azure-cache-for-redis-010,azure-cache-for-redis-010,microsoft.cache/redis,rg-prod-013,westus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,risk,prod,CC1002,17294.12,Standard_D8s_v5,8,32.0,,Moderate,False,72,Mock_4vCPU_16GB,4,16.0,72.7,1583.11,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-prod-013/providers/microsoft.cache/redis/azure-cache-for-redis-010,azure-cache-for-redis-010,microsoft.cache/redis,rg-prod-013,westus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2",security,risk,prod,CC1002,17294.12,Standard_D8s_v5,8,32.0,,Aggressive,False,80,Mock_2vCPU_8GB,2,8.0,84.0,1988.1,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-dev-039/providers/microsoft.cache/redis/azure-cache-for-redis-011,azure-cache-for-redis-011,microsoft.cache/redis,rg-dev-039,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,risk,dev,CC1009,12285.47,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,73.4,2341.9,2341.9,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-dev-039/providers/microsoft.cache/redis/azure-cache-for-redis-011,azure-cache-for-redis-011,microsoft.cache/redis,rg-dev-039,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,risk,dev,CC1009,12285.47,GP_Gen5_4,4,20.0,,Moderate,False,72,Mock_2vCPU_10GB,2,10.0,77.9,2877.19,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-dev-039/providers/microsoft.cache/redis/azure-cache-for-redis-011,azure-cache-for-redis-011,microsoft.cache/redis,rg-dev-039,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,integration,risk,dev,CC1009,12285.47,GP_Gen5_4,4,20.0,,Aggressive,False,80,Mock_1vCPU_5GB,1,5.0,80.0,3613.22,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-prod-009/providers/microsoft.cache/redis/azure-cache-for-redis-012,azure-cache-for-redis-012,microsoft.cache/redis,rg-prod-009,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,reporting,prod,CC1012,12181.45,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,67.3,1584.56,1584.56,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-prod-009/providers/microsoft.cache/redis/azure-cache-for-redis-012,azure-cache-for-redis-012,microsoft.cache/redis,rg-prod-009,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,reporting,prod,CC1012,12181.45,GP_Gen5_4,4,20.0,,Moderate,False,72,Mock_2vCPU_10GB,2,10.0,77.5,1946.74,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-prod-009/providers/microsoft.cache/redis/azure-cache-for-redis-012,azure-cache-for-redis-012,microsoft.cache/redis,rg-prod-009,eastus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,reporting,prod,CC1012,12181.45,GP_Gen5_4,4,20.0,,Aggressive,False,80,Mock_1vCPU_5GB,1,5.0,87.7,2444.74,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-dev-019/providers/microsoft.cache/redis/azure-cache-for-redis-017,azure-cache-for-redis-017,microsoft.cache/redis,rg-dev-019,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,api-hub,dev,CC1001,4188.64,P1v3,2,8.0,,Conservative,True,65,Mock_1vCPU_4GB,1,4.0,67.4,572.98,572.98,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-dev-019/providers/microsoft.cache/redis/azure-cache-for-redis-017,azure-cache-for-redis-017,microsoft.cache/redis,rg-dev-019,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,api-hub,dev,CC1001,4188.64,P1v3,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,74.6,703.94,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-09,/subscriptions/00000019-0019-4019-8019-000000000019/resourceGroups/rg-dev-019/providers/microsoft.cache/redis/azure-cache-for-redis-017,azure-cache-for-redis-017,microsoft.cache/redis,rg-dev-019,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,api-hub,dev,CC1001,4188.64,P1v3,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,74.2,884.02,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-prod-009/providers/microsoft.cache/redis/azure-cache-for-redis-018,azure-cache-for-redis-018,microsoft.cache/redis,rg-prod-009,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,customer360,prod,CC1009,7138.59,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,58.7,525.59,525.59,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-prod-009/providers/microsoft.cache/redis/azure-cache-for-redis-018,azure-cache-for-redis-018,microsoft.cache/redis,rg-prod-009,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,customer360,prod,CC1009,7138.59,GP_Gen5_4,4,20.0,,Moderate,False,72,Mock_2vCPU_10GB,2,10.0,69.0,645.72,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-09,/subscriptions/00000009-0009-4009-8009-000000000009/resourceGroups/rg-prod-009/providers/microsoft.cache/redis/azure-cache-for-redis-018,azure-cache-for-redis-018,microsoft.cache/redis,rg-prod-009,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,LOW,HIGH,PRICED,FULL,PARTIAL,Metric1,core-banking,customer360,prod,CC1009,7138.59,GP_Gen5_4,4,20.0,,Aggressive,False,80,Mock_1vCPU_5GB,1,5.0,78.8,810.91,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-10,/subscriptions/00000020-0020-4020-8020-000000000020/resourceGroups/rg-qa-020/providers/microsoft.cache/redis/azure-cache-for-redis-019,azure-cache-for-redis-019,microsoft.cache/redis,rg-qa-020,eastus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",digital-channels,payments,qa,CC1006,10464.03,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,64.5,2528.46,2528.46,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-10,/subscriptions/00000020-0020-4020-8020-000000000020/resourceGroups/rg-qa-020/providers/microsoft.cache/redis/azure-cache-for-redis-019,azure-cache-for-redis-019,microsoft.cache/redis,rg-qa-020,eastus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",digital-channels,payments,qa,CC1006,10464.03,GP_Gen5_4,4,20.0,,Moderate,False,72,Mock_2vCPU_10GB,2,10.0,66.4,3106.39,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-10,/subscriptions/00000020-0020-4020-8020-000000000020/resourceGroups/rg-qa-020/providers/microsoft.cache/redis/azure-cache-for-redis-019,azure-cache-for-redis-019,microsoft.cache/redis,rg-qa-020,eastus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",digital-channels,payments,qa,CC1006,10464.03,GP_Gen5_4,4,20.0,,Aggressive,False,80,Mock_1vCPU_5GB,1,5.0,89.3,3901.05,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-07,/subscriptions/00000027-0027-4027-8027-000000000027/resourceGroups/rg-dev-027/providers/microsoft.cache/redis/azure-cache-for-redis-022,azure-cache-for-redis-022,microsoft.cache/redis,rg-dev-027,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",digital-channels,analytics,dev,CC1007,15715.15,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,62.2,4387.64,4387.64,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-07,/subscriptions/00000027-0027-4027-8027-000000000027/resourceGroups/rg-dev-027/providers/microsoft.cache/redis/azure-cache-for-redis-022,azure-cache-for-redis-022,microsoft.cache/redis,rg-dev-027,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",digital-channels,analytics,dev,CC1007,15715.15,GP_Gen5_4,4,20.0,,Moderate,False,72,Mock_2vCPU_10GB,2,10.0,70.7,5390.53,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-07,/subscriptions/00000027-0027-4027-8027-000000000027/resourceGroups/rg-dev-027/providers/microsoft.cache/redis/azure-cache-for-redis-022,azure-cache-for-redis-022,microsoft.cache/redis,rg-dev-027,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",digital-channels,analytics,dev,CC1007,15715.15,GP_Gen5_4,4,20.0,,Aggressive,False,80,Mock_1vCPU_5GB,1,5.0,85.2,6769.5,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.network/applicationgateways/application-gateway-002,application-gateway-002,microsoft.network/applicationgateways,rg-dev-043,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,core-banking,identity,dev,CC1007,12186.0,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,61.4,3632.0,3632.0,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.network/applicationgateways/application-gateway-002,application-gateway-002,microsoft.network/applicationgateways,rg-dev-043,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,core-banking,identity,dev,CC1007,12186.0,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,75.7,4462.17,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-dev-043/providers/microsoft.network/applicationgateways/application-gateway-002,application-gateway-002,microsoft.network/applicationgateways,rg-dev-043,centralus,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,core-banking,identity,dev,CC1007,12186.0,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,83.9,5603.66,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.network/applicationgateways/application-gateway-003,application-gateway-003,microsoft.network/applicationgateways,rg-dev-047,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",integration,identity,dev,CC1001,8912.6,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,69.5,2585.81,2585.81,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.network/applicationgateways/application-gateway-003,application-gateway-003,microsoft.network/applicationgateways,rg-dev-047,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",integration,identity,dev,CC1001,8912.6,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,65.8,3176.86,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.network/applicationgateways/application-gateway-003,application-gateway-003,microsoft.network/applicationgateways,rg-dev-047,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",integration,identity,dev,CC1001,8912.6,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,88.2,3989.54,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-10,/subscriptions/00000010-0010-4010-8010-000000000010/resourceGroups/rg-qa-040/providers/microsoft.network/applicationgateways/application-gateway-004,application-gateway-004,microsoft.network/applicationgateways,rg-qa-040,westus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,MEDIUM,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,payments,reporting,qa,CC1006,6865.56,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,65.7,1386.1,1386.1,Low,RESOLVED
